   93  417.6014 181.6004  12757   283 10569  2188
   94  417.8455 181.6980  12798    41 10569  2229
   95  417.8864 181.4461  12710    88 10479  2231
   96  417.9992 181.3541  12600   110 10441  2159
   97  418.0025 181.3544  12528    72 10407  2121
   98  418.2840 181.4968  12429    99 10353  2076
   99  418.3613 181.4516  12392    37 10413  1979
  100  418.4969 181.4973  12383     9 10314  2069
  101  418.3836 181.3831  12409    26 10293  2116
  102  418.3843 181.3834  12415     6 10279  2136
  103  418.3855 181.3835  12417     2 10221  2196
  104  418.3857 181.3843  12401    16 10233  2168
  105  418.3849 181.3832  12315    86 10250  2065
  106  418.3859 181.3825  12240    75 10305  1935
  107  418.4998 181.2850  12277    37 10309  1968
  108  418.5007 181.2860  12139   138 10228  1911
  109  418.6149 181.3805  12116    23 10305  1811
  110  418.5020 181.2823  12175    59 10331  1844
  111  418.6379 181.0906  12133    42 10371  1762
  112  418.6388 181.0902  12171    38 10429  1742
  113  418.6393 181.0894  12188    17 10402  1786
  114  418.6404 181.0897  12172    16 10403  1769
  115  418.6404 181.0894  12178     6 10427  1751
  116  418.6400 181.0903  12190    12 10413  1777
  117  418.6391 181.0913  12161    29 10389  1772
  118  418.6378 181.0910  12140    21 10428  1712
  119  418.6169 181.3816  12191    51 10409  1782
  120  418.6385 181.0916  12233    42 10482  1751
  121  418.8000 181.0014  12225     8 10483  1742
  122  418.6374 181.0904  12319    94 10459  1860
  123  418.6382 181.0897  12310     9 10481  1829
  124  418.5032 181.0005  12392    82 10509  1883
  125  418.6373 181.0905  12353    39 10547  1806
  126  418.7998 181.0011  12240   113 10578  1662
